user_id,gender,age,occupation_id,cp,occupation
2395,M,35,7,08021,executive/managerial
2396,F,18,0,22102,other or not specified
2397,F,35,11,43201,lawyer
2398,M,25,0,98122,other or not specified
2399,M,35,17,11355,technician/engineer
2400,F,25,16,95687,self-employed
2401,M,25,4,22901,college/grad student
2402,M,45,17,32024,technician/engineer
2403,M,18,4,37743,college/grad student
2404,M,18,7,64055,executive/managerial
2405,M,50,8,78065,farmer
2406,F,56,12,01520,programmer
2407,M,35,16,11358,self-employed
2408,F,45,1,01609,academic/educator
2409,F,35,9,06074,homemaker
2410,M,56,7,06071,executive/managerial
2411,F,35,14,01536,sales/marketing
2412,M,56,13,01501,retired
2413,F,56,7,06118,executive/managerial
2414,M,25,1,49503,academic/educator
2415,M,25,7,22407,executive/managerial
2416,M,45,7,01531,executive/managerial
2417,M,45,1,53045,academic/educator
2418,F,1,10,06074,K-12 student
2419,M,25,0,06096,other or not specified
2420,M,50,7,37938,executive/managerial
2421,M,35,7,44306,executive/managerial
2422,F,50,9,02865,homemaker
2423,F,45,9,01520,homemaker
2424,M,25,17,95035,technician/engineer
2425,F,35,14,45243,sales/marketing
2426,M,56,0,01606,other or not specified
2427,F,25,14,94010,sales/marketing
2428,M,45,17,45255,technician/engineer
2429,M,25,2,22903,artist
2430,M,25,4,22902,college/grad student
2431,F,25,4,22903,college/grad student
2432,M,25,4,22903,college/grad student
2433,M,25,4,22903,college/grad student
2434,M,25,4,22901,college/grad student
2435,M,25,4,22903,college/grad student
2436,M,25,7,22902,executive/managerial
2437,M,25,4,22923,college/grad student
2438,M,35,1,22903,academic/educator
2439,M,45,17,48105,technician/engineer
2440,M,50,17,01430,technician/engineer
2441,F,45,6,42406,doctor/health care
2442,M,35,17,36830,technician/engineer
2443,F,35,0,49464,other or not specified
2444,F,45,4,42420,college/grad student
2445,M,25,0,48104,other or not specified
2446,M,18,7,10038,executive/managerial
2447,M,25,14,03051,sales/marketing
2448,M,35,6,37932,doctor/health care
2449,M,56,13,37922,retired
2450,M,45,16,01612,self-employed
2451,M,45,12,37853,programmer
2452,M,45,7,01545,executive/managerial
2453,M,25,7,55429,executive/managerial
2454,M,18,0,97005,other or not specified
2455,M,35,7,48197,executive/managerial
2456,M,25,5,48103,customer service
2457,M,25,0,60656,other or not specified
2458,M,25,7,85040,executive/managerial
2459,M,50,7,44313,executive/managerial
2460,F,50,1,36067,academic/educator
2461,M,18,4,98117,college/grad student
2462,M,35,1,44303,academic/educator
2463,M,25,7,33916,executive/managerial
2464,F,18,4,44106,college/grad student
2465,M,50,6,44333,doctor/health care
2466,M,25,15,94303,scientist
2467,M,1,10,44224,K-12 student
2468,M,50,1,44240,academic/educator
2469,M,25,4,90048,college/grad student
2470,M,35,18,52001,tradesman/craftsman
2471,M,50,13,98683,retired
2472,M,25,18,37922,tradesman/craftsman
2473,M,25,12,98105,programmer
2474,M,25,12,83815,programmer
2475,F,25,18,98115,tradesman/craftsman
2476,M,50,12,78703,programmer
2477,M,45,0,42420,other or not specified
2478,M,50,1,37922,academic/educator
2479,F,25,1,23454,academic/educator
2480,F,18,20,94410,writer
2481,M,35,14,03054,sales/marketing
2482,F,50,3,37772,clerical/admin
2483,M,56,13,90503,retired
2484,M,45,5,31901,customer service
2485,M,35,14,95746,sales/marketing
2486,M,18,12,98105,programmer
2487,M,45,7,55438,executive/managerial
2488,F,45,2,31804,artist
2489,F,35,9,37843,homemaker
2490,M,25,12,94703,programmer
2491,M,35,7,22904,executive/managerial
2492,F,45,2,37924,artist
2493,M,45,2,90631,artist
2494,M,18,4,52003,college/grad student
2495,F,18,4,56401,college/grad student
2496,M,50,1,37932,academic/educator
2497,F,50,14,37922,sales/marketing
2498,M,56,18,70817,tradesman/craftsman
2499,M,50,0,36109,other or not specified
2500,M,56,1,29672,academic/educator
2501,M,25,15,37923,scientist
2502,M,56,13,49423,retired
2503,M,35,17,19360,technician/engineer
2504,M,25,7,98115,executive/managerial
2505,M,25,7,55405,executive/managerial
2506,F,25,14,98225,sales/marketing
2507,M,25,4,94107,college/grad student
2508,F,35,3,77429,clerical/admin
2509,M,25,5,36109,customer service
2510,M,25,7,37930,executive/managerial
2511,M,25,7,15209,executive/managerial
2512,F,45,14,36109,sales/marketing
2513,M,56,1,37922,academic/educator
2514,M,56,14,37922,sales/marketing
2515,M,45,12,37914,programmer
2516,F,45,6,37909,doctor/health care
2517,F,35,9,53806,homemaker
2518,M,25,7,11793,executive/managerial
2519,F,45,2,14850,artist
2520,F,56,2,95448,artist
2521,M,35,17,49424,technician/engineer
2522,M,18,11,60614,lawyer
2523,M,25,17,49423,technician/engineer
2524,F,56,9,38558,homemaker
2525,F,35,1,37922,academic/educator
2526,M,56,13,37923,retired
2527,M,35,15,36109,scientist
2528,M,56,0,37922,other or not specified
2529,F,35,9,95903,homemaker
2530,M,18,0,42420,other or not specified
2531,F,45,7,52003,executive/managerial
2532,F,56,13,37917,retired
2533,F,25,3,49423,clerical/admin
2534,F,50,6,37922,doctor/health care
2535,F,56,2,03431,artist
2536,M,56,13,37830,retired
2537,M,35,11,37620,lawyer
2538,M,56,13,37923,retired
2539,M,35,7,32444,executive/managerial
2540,F,45,6,42420,doctor/health care
2541,F,35,5,49424,customer service
2542,F,45,13,37922,retired
2543,F,35,0,42420,other or not specified
2544,M,45,1,52001,academic/educator
2545,M,56,13,37830,retired
2546,F,56,13,37931,retired
2547,F,35,0,37920,other or not specified
2548,F,35,6,37919,doctor/health care
2549,M,56,13,37938,retired
2550,M,50,7,37931,executive/managerial
2551,M,25,12,98133,programmer
2552,F,25,9,29369,homemaker
2553,M,25,7,29369,executive/managerial
2554,M,25,1,97405,academic/educator
2555,M,56,7,10522,executive/managerial
2556,M,25,4,02430,college/grad student
2557,F,18,19,02452,unemployed
2558,M,56,17,53061,technician/engineer
2559,M,18,10,53207,K-12 student
2560,F,45,6,84318,doctor/health care
2561,M,25,15,06460,scientist
2562,M,18,0,98021,other or not specified
2563,M,45,13,53132,retired
2564,F,35,20,43230,writer
2565,M,35,5,34786,customer service
2566,M,35,17,94022,technician/engineer
2567,M,25,0,06451,other or not specified
2568,M,25,17,31311,technician/engineer
2569,M,45,0,45248,other or not specified
2570,F,56,14,95005,sales/marketing
2571,M,35,17,20151,technician/engineer
2572,M,35,14,75005,sales/marketing
2573,M,45,16,94536,self-employed
2574,M,50,6,06511,doctor/health care
2575,M,35,7,76248,executive/managerial
2576,M,18,17,97030,technician/engineer
2577,M,25,7,77099,executive/managerial
2578,M,50,7,94107,executive/managerial
2579,M,35,15,91411,scientist
2580,F,45,1,12538,academic/educator
2581,M,25,11,60611,lawyer
2582,F,25,1,97201,academic/educator
2583,M,35,7,19610,executive/managerial
2584,F,56,1,94563,academic/educator
2585,M,45,15,64081-8102,scientist
2586,M,25,20,46802,writer
2587,M,35,7,55124,executive/managerial
2588,F,56,13,78737,retired
2589,M,25,0,19004,other or not specified
2590,M,18,4,94044,college/grad student
2591,M,18,1,50310,academic/educator
2592,M,50,7,80004-4448,executive/managerial
2593,M,56,16,95816,self-employed
2594,M,35,7,31047,executive/managerial
2595,M,18,4,15213,college/grad student
2596,M,50,7,48152,executive/managerial
2597,F,50,0,95616,other or not specified
2598,M,25,17,20866,technician/engineer
2599,M,25,12,53154,programmer
2600,M,25,14,19312,sales/marketing
2601,M,35,16,27613,self-employed
2602,M,45,12,92104,programmer
2603,M,25,17,19126,technician/engineer
2604,M,25,0,45459,other or not specified
2605,M,35,7,75013,executive/managerial
2606,M,50,7,34285,executive/managerial
2607,F,56,0,48178,other or not specified
2608,F,25,1,10025,academic/educator
2609,F,50,12,55391,programmer
2610,M,45,7,48322,executive/managerial
2611,M,25,3,07719,clerical/admin
2612,F,45,3,94560,clerical/admin
2613,M,35,1,92120,academic/educator
2614,M,25,7,15205,executive/managerial
2615,M,25,7,21029,executive/managerial
2616,M,35,7,02657,executive/managerial
2617,F,45,15,60081,scientist
2618,F,18,4,53538,college/grad student
2619,M,35,12,95677,programmer
2620,M,18,4,47306,college/grad student
2621,M,18,0,46304,other or not specified
2622,F,35,6,27516,doctor/health care
2623,M,56,1,30345,academic/educator
2624,F,35,0,44313,other or not specified
2625,M,35,7,61910,executive/managerial
2626,M,56,1,04056,academic/educator
2627,M,25,1,06877,academic/educator
2628,F,25,2,11217,artist
2629,M,25,11,15237,lawyer
2630,F,18,5,78704,customer service
2631,F,50,1,14850,academic/educator
2632,M,56,0,43528,other or not specified
2633,F,35,9,07728,homemaker
2634,M,56,1,15701,academic/educator
2635,M,35,0,06403,other or not specified
2636,M,18,12,78750,programmer
2637,F,35,20,44303,writer
2638,M,25,14,06405,sales/marketing
2639,F,25,6,80236,doctor/health care
2640,M,35,12,78230,programmer
2641,M,25,6,19428,doctor/health care
2642,M,25,0,33073,other or not specified
2643,M,45,17,99005,technician/engineer
2644,M,18,15,45215,scientist
2645,M,25,7,60657,executive/managerial
2646,M,45,17,18049,technician/engineer
2647,F,35,11,15116,lawyer
2648,M,25,17,27707,technician/engineer
2649,M,25,16,80126,self-employed
2650,M,45,7,75080,executive/managerial
2651,M,56,14,11779,sales/marketing
2652,M,35,20,84010,writer
2653,M,25,7,94109,executive/managerial
2654,F,35,9,48336,homemaker
2655,M,35,7,66224,executive/managerial
2656,M,56,13,32837,retired
2657,F,1,10,47403,K-12 student
2658,M,25,7,60115,executive/managerial
2659,M,35,14,01060,sales/marketing
2660,M,56,17,28704,technician/engineer
2661,M,56,13,19312,retired
2662,M,25,17,02021,technician/engineer
2663,F,25,4,02215,college/grad student
2664,M,35,7,52402,executive/managerial
2665,M,35,11,98443,lawyer
2666,M,45,16,63128,self-employed
2667,F,35,6,08043,doctor/health care
2668,F,25,4,94110,college/grad student
2669,M,45,0,24541,other or not specified
2670,M,35,6,94598,doctor/health care
2671,F,35,12,54220,programmer
2672,M,35,7,04096,executive/managerial
2673,M,35,7,77040,executive/managerial
2674,M,25,4,94110,college/grad student
2675,M,35,18,98664,tradesman/craftsman
2676,M,56,20,78731,writer
2677,F,35,7,66204,executive/managerial
2678,M,25,6,49707,doctor/health care
2679,F,18,4,02143,college/grad student
2680,M,25,12,01864,programmer
2681,F,25,4,48823,college/grad student
2682,M,18,4,43210,college/grad student
2683,M,35,7,60188,executive/managerial
2684,F,18,0,19143,other or not specified
2685,M,45,7,02116,executive/managerial
2686,M,25,0,85283,other or not specified
2687,M,1,10,08805,K-12 student
2688,M,25,17,54915,technician/engineer
2689,M,25,12,27511,programmer
2690,M,25,7,24210,executive/managerial
2691,M,18,4,06459,college/grad student
2692,F,18,4,14620,college/grad student
2693,M,56,13,72949,retired
2694,M,18,4,90024,college/grad student
2695,M,35,11,46033,lawyer
2696,M,25,7,24210,executive/managerial
2697,F,50,17,87031,technician/engineer
2698,F,25,2,10028,artist
2699,F,56,13,74128,retired
2700,M,25,7,30117,executive/managerial
2701,M,45,1,60115,academic/educator
2702,M,45,6,65201,doctor/health care
2703,M,35,11,52803,lawyer
2704,M,56,13,72764,retired
2705,M,25,1,27713,academic/educator
2706,F,25,1,27713,academic/educator
2707,M,56,13,24060,retired
2708,M,25,7,44115,executive/managerial
2709,F,25,0,60660,other or not specified
2710,M,35,17,94303,technician/engineer
2711,F,25,4,01075,college/grad student
2712,F,18,19,33953,unemployed
2713,M,25,7,96811,executive/managerial
2714,M,18,4,96815,college/grad student
2715,F,50,4,96822,college/grad student
2716,F,50,4,96825,college/grad student
2717,M,25,4,96826,college/grad student
2718,F,25,4,96817,college/grad student
2719,M,25,12,98100,programmer
2720,M,35,0,20795,other or not specified
2721,M,45,14,19382,sales/marketing
2722,M,35,7,22043,executive/managerial
2723,F,25,9,28147,homemaker
2724,F,45,2,27514,artist
2725,M,35,7,30071,executive/managerial
2726,M,45,11,02155,lawyer
2727,M,25,11,60603,lawyer
2728,M,35,12,27614,programmer
2729,M,50,7,17402,executive/managerial
2730,M,35,11,48640,lawyer
2731,M,35,7,11050,executive/managerial
2732,M,45,17,92805,technician/engineer
2733,M,45,17,94002,technician/engineer
2734,F,18,4,02912,college/grad student
2735,M,25,7,22903,executive/managerial
2736,M,45,12,80303,programmer
2737,M,25,3,50311,clerical/admin
2738,F,50,2,22181,artist
2739,F,35,7,92316,executive/managerial
2740,M,45,17,22181,technician/engineer
2741,M,25,14,60614,sales/marketing
2742,M,25,17,36092,technician/engineer
2743,M,25,14,72601,sales/marketing
2744,M,18,17,53818,technician/engineer
2745,F,35,1,30345,academic/educator
2746,M,50,14,50265-2850,sales/marketing
2747,F,18,4,90025,college/grad student
2748,M,25,4,85719,college/grad student
2749,M,25,12,10025,programmer
2750,F,25,15,91360,scientist
2751,F,25,16,28120,self-employed
2752,M,25,15,77006,scientist
2753,F,50,20,27516,writer
2754,M,50,12,60148,programmer
2755,M,35,7,29631,executive/managerial
2756,M,18,4,97331,college/grad student
2757,M,25,2,10023,artist
2758,M,56,8,12436,farmer
2759,M,25,7,36102,executive/managerial
2760,M,56,0,01886,other or not specified
2761,M,35,6,80917,doctor/health care
2762,M,50,16,63131,self-employed
2763,F,18,4,48104,college/grad student
2764,M,25,7,91403,executive/managerial
2765,M,50,7,02420,executive/managerial
2766,M,45,7,55016,executive/managerial
2767,M,25,0,99163,other or not specified
2768,M,25,17,90210,technician/engineer
2769,M,25,7,20170,executive/managerial
2770,M,35,1,14260,academic/educator
2771,M,18,1,92037,academic/educator
2772,M,35,17,10025,technician/engineer
2773,M,35,2,78766,artist
2774,M,25,1,92103,academic/educator
2775,F,18,4,90038,college/grad student
2776,M,25,14,22205,sales/marketing
2777,M,18,4,95326,college/grad student
2778,M,56,13,94025,retired
2779,M,35,7,10040,executive/managerial
2780,M,25,17,94133,technician/engineer
2781,M,35,4,45205,college/grad student
2782,F,18,4,48858,college/grad student
2783,M,45,17,78750,technician/engineer
2784,M,50,20,20007,writer
2785,M,56,13,29928,retired
2786,M,25,4,60201,college/grad student
2787,M,25,4,60614,college/grad student
2788,M,56,1,90049,academic/educator
2789,M,18,4,90025,college/grad student
2790,M,25,20,85013,writer
2791,M,56,7,10023,executive/managerial
2792,M,18,4,02452,college/grad student
2793,M,35,7,70116,executive/managerial
2794,M,25,2,20036,artist
2795,M,50,13,33710,retired
2796,M,25,14,92104,sales/marketing
2797,F,25,7,94043,executive/managerial
2798,M,35,20,10038,writer
2799,M,18,0,55404,other or not specified
2800,F,18,4,73070,college/grad student
2801,F,25,3,12866,clerical/admin
2802,M,35,20,10036,writer
2803,M,25,7,94022,executive/managerial
2804,F,35,0,46234,other or not specified
2805,M,56,19,06040,unemployed
2806,M,1,10,15208,K-12 student
2807,F,35,11,22043,lawyer
2808,M,56,16,60610,self-employed
2809,M,25,7,10016,executive/managerial
2810,F,1,10,64093,K-12 student
2811,M,25,19,94122,unemployed
2812,M,25,17,60607,technician/engineer
2813,M,25,20,55406,writer
2814,M,35,7,02127,executive/managerial
2815,M,35,17,60477,technician/engineer
2816,M,25,7,60015,executive/managerial
2817,M,35,12,53130,programmer
2818,M,25,12,55106,programmer
2819,M,45,14,44122,sales/marketing
2820,F,35,0,02138,other or not specified
2821,M,18,20,10036,writer
2822,M,50,7,10003,executive/managerial
2823,M,25,4,02452,college/grad student
2824,M,18,4,02111,college/grad student
2825,F,25,20,94014,writer
2826,M,35,12,10011,programmer
2827,M,25,17,94063,technician/engineer
2828,M,18,4,02454,college/grad student
2829,M,45,20,10013,writer
2830,M,35,7,94506,executive/managerial
2831,M,25,0,32225,other or not specified
2832,M,25,17,20036,technician/engineer
2833,M,25,15,85003,scientist
2834,M,35,1,33304,academic/educator
2835,M,35,20,60622,writer
2836,M,25,12,07974,programmer
2837,M,18,0,49506,other or not specified
2838,M,18,1,95864,academic/educator
2839,M,25,17,10003,technician/engineer
2840,M,25,0,60660,other or not specified
2841,M,50,12,98056,programmer
2842,M,35,17,30145,technician/engineer
2843,F,25,4,78705,college/grad student
2844,M,25,20,87103,writer
2845,M,25,4,74074,college/grad student
2846,F,18,4,91604,college/grad student
2847,M,18,4,10027,college/grad student
2848,M,25,0,47401,other or not specified
2849,M,45,11,94114,lawyer
2850,M,18,20,94608,writer
2851,F,25,7,94107,executive/managerial
2852,M,25,12,98037,programmer
2853,M,1,1,444555,academic/educator
2854,F,18,4,64151,college/grad student
2855,M,25,4,94102,college/grad student
2856,M,35,11,22030,lawyer
2857,M,25,0,10469,other or not specified
2858,F,1,10,72601,K-12 student
2859,M,18,1,95814,academic/educator
2860,M,35,17,20009,technician/engineer
2861,M,25,15,06510,scientist
2862,M,45,7,55066,executive/managerial
2863,F,25,2,27705,artist
2864,F,35,3,11725,clerical/admin
2865,F,25,6,21014,doctor/health care
2866,M,25,7,53717,executive/managerial
2867,M,45,17,15204,technician/engineer
2868,M,35,12,94025,programmer
2869,M,50,17,07650,technician/engineer
2870,M,50,18,95472,tradesman/craftsman
2871,F,25,14,98110,sales/marketing
2872,M,25,20,94014,writer
2873,F,18,4,64093,college/grad student
2874,F,35,20,20036,writer
2875,M,25,2,10013,artist
2876,M,25,17,02149,technician/engineer
2877,M,35,1,80687,academic/educator
2878,F,50,20,88005,writer
2879,M,18,4,60062,college/grad student
2880,M,18,12,55405,programmer
2881,F,25,12,77019,programmer
2882,M,18,20,78759,writer
2883,M,18,20,30101,writer
2884,F,50,3,53222,clerical/admin
2885,F,18,1,80302,academic/educator
2886,M,18,4,60073,college/grad student
2887,M,25,3,66205,clerical/admin
2888,M,25,14,55438,sales/marketing
2889,M,35,3,55104,clerical/admin
2890,M,35,7,90069,executive/managerial
2891,F,18,4,66044,college/grad student
2892,M,25,4,84064,college/grad student
2893,M,25,1,94025,academic/educator
2894,M,18,4,44130,college/grad student
2895,M,25,11,07039,lawyer
2896,M,18,14,60073,sales/marketing
